"id","title"
6836402,Dysregulation of neuron differentiation in an autistic savant with exceptional memory
6859233,Adaptive learning objects in the context of eco connectivist communities using learning analytics
6881654,Expression profiling dataset of competing endogenous RNA in pre eclampsia
6881308,Multi trait genome wide association study identifies new loci associated with optic disc parameters
6859519,The second information revolution digitalization brings opportunities and concerns for public health
6862708,Approaching literature review for academic purposes The Literature Review Checklist
6874027,New insights into Sauropsid Papillomaviridae evolution and epizootiology discovery of two novel papillomaviruses in native and invasive Island geckos
6851604,Are the measurement properties of incremental exercise tests similar between patients with COPD and CHF?
6853072,Oxiracetam ameliorates cognitive deficits in vascular dementia rats by regulating the expression of neuronal apoptosis/autophagy related genes associated with the activation of the Akt/mTOR signaling pathway
6858744,"Following the legacy of professors Barbara Starfield and Leiyu Shi in Brazil as health policy the National Health Survey (PNS), led by the Brazilian National Institute of Geography and Statistics (IBGE) and the Primary Care Assessment Tool (PCAT)"
6833267,Low free triiodothyronineis predicts worsen neurological outcome of patients with acute ischemic stroke a retrospective study with bioinformatics analysis
6853987,ClpP protease activation results from the reorganization of the electrostatic interaction networks at the entrance pores
6837472,"Vital Signs Estimated Proportion of Adult Health Problems Attributable to Adverse Childhood Experiences and Implications for Prevention — 25 States, 2015–2017"
6884744,Perceived risk versus objectively measured risk of HIV acquisition a cross sectional study among HIV negative individuals in Serodiscordant partnerships with clients attending an Urban Clinic in Uganda
6878689,Sweden’s engagement in global health a historical review
6858173,Vitamin C therapy for patients with sepsis or septic shock a protocol for a systematic review and a network meta analysis
6886725,Comparative Anatomy of the Mammalian Corneal Subbasal Nerve Plexus
6863937,Factors associated with quality of life in systemic sclerosis a cross sectional study
6837283,The joy of balancers
6884869,Dual energy spectral CT characteristics in surgically resected lung adenocarcinoma comparison between Kirsten rat sarcoma viral oncogene mutations and epidermal growth factor receptor mutations
6881193,The chinchilla animal model for hearing science and noise induced hearing loss
6877751,CT Morphological Features Integrated With Whole Lesion Histogram Parameters to Predict Lung Metastasis for Colorectal Cancer Patients With Pulmonary Nodules
6829916,Association between dexmedetomidine use for the treatment of alcohol withdrawal syndrome and intensive care unit length of stay
6873754,Idiosyncratic hepatic toxicity in autosomal dominant polycystic kidney disease (ADPKD) patient in combined treatment with tolvaptan and amoxicillin/clavulanic acid a case report
6854463,Structural Basis for Broad HIV 1 Neutralization by the MPER Specific Human Broadly Neutralizing Antibody LN01
6879475,Optical Coherence Tomography Angiography Imaging to monitor Anti VEGF treatment of Corneal Vascularization in a Rabbit Model
6884835,Behavioral health risk factor profiles in general hospital patients identifying the need for screening and brief intervention
6839151,A study protocol for testing the feasibility of a randomised stepped wedge cluster design to investigate a Community Health Intervention through Musical Engagement (CHIME) for perinatal mental health in The Gambia
6872504,Level of Evidence Review for a Gene Expression Profile Test for Cutaneous Melanoma
6880430,Efficacy of verum and sham acupoint catgut embedding for treatment of obesity Study protocol for a randomized controlled trial
6829851,Cox regression increases power to detect genotype phenotype associations in genomic studies using the electronic health record
6883480,A Taxonomic Index for Retrieval of Digitized Whole Slide Images from an Electronic Database for Medical School and Pathology Residency Education
6861886,An Increased Risk of Stunting among Newborns in Poorer Rural Settings A Cross Sectional Pilot Study among Pregnant Women at Selected Sites in Rural Cambodia
6839673,Mid Gut Carcinoid Tumour Presenting as Suspected Orbital Metastasis
6858347,Identification of candidate cancer drivers by integrative Epi DNA and Gene Expression (iEDGE) data analysis
6831704,SQSTM 1/p62 potentiates HTLV 1 Tax mediated NF κB activation through its ubiquitin binding function
6839266,"Risk factors and predicted distribution of visceral leishmaniasis in the Xinjiang Uygur Autonomous Region, China, 2005–2015"
6870536,Intentional Exposure to Extreme Cold Temperature to Influence Shape and/or Weight and Its Association to Eating Disorder Pathology
6884958,Leiomyosarcoma arising from the right ovarian vein
6882318,Crowdfunding and global health disparities an exploratory conceptual and empirical analysis
6829836,Causes of death in Prader Willi syndrome lessons from 11 years’ experience of a national reference center
6868003,Characterising an Alternative Murine Model of Diabetic Cardiomyopathy
6850551,Veterans with Gulf War Illness exhibit distinct respiratory patterns during maximal cardiopulmonary exercise
6880010,High tibial osteotomy solely for the purpose of return to lifelong sporting activities among elderly patients A case series study
6872725,Genome wide associated study identifies NAC42 activated nitrate transporter conferring high nitrogen use efficiency in rice
6827909,"One simple claudication question as first step in Peripheral Arterial Disease (PAD) screening A meta analysis of the association with reduced Ankle Brachial Index (ABI) in 27,945 subjects"
6856276,"Draft Genome Sequence of Saccharomyces cerevisiae Strain Pf 1, Isolated from Prunus mume"
6854761,Endoscopic Endonasal Repair of Spontaneous Cerebrospinal Fluid Leaks Using Multilayer Composite Graft and Vascularized Pedicled Nasoseptal Flap Technique
6853172,Differential toxic effects of bile acid mixtures in isolated mitochondria and physiologically relevant HepaRG cells
6829628,Safety of Intra articular Methotrexate Injection With and Without Electroporation for Inflammatory Small Joints in Patients With Rheumatoid Arthritis
6861924,Job Insecurity A Comparative Analysis between Migrant and Native Workers in Australia
6859750,Treatment of Elephantiasis Nostras Verrucosa with CO2 Laser
6871352,Case Report Borderline tumor and primary peritoneal carcinoma a rare synchronism
6886975,HOMESIDE home based family caregiver delivered music and reading interventions for people living with dementia protocol of a randomised controlled trial
6880639,Effect of calcium on the interaction of Acinetobacter baumannii with human respiratory epithelial cells
6863853,CgSTE11 mediates cross tolerance to multiple environmental stressors in Candida glabrata
6882942,Cluster of Lymphadenitis due to Nontuberculous Mycobacterium in Children and Adolescents 8–15 Years of Age
6880158,Epstein Barr Virus Specific CD8 T Cells Selectively Infiltrate the Brain in Multiple Sclerosis and Interact Locally with Virus Infected Cells Clue for a Virus Driven Immunopathological Mechanism
6885862,"On Folk Devils, Moral Panics and New Wave Public Health"
6858329,Thermosensitive PBP2a requires extracellular folding factors PrsA and HtrA1 for Staphylococcus aureus MRSA β lactam resistance
6844213,"The Prognostic Significance Of JMJD3 In Primary Sarcomatoid Carcinoma Of The Lung, A Rare Subtype Of Lung Cancer"
6873573,Mining multi site clinical data to develop machine learning MRI biomarkers application to neonatal hypoxic ischemic encephalopathy
6856510,Physicians Understanding of Nutritional Factors Determining Brain Development and Cognition in the Middle East and Africa
6887063,Does obesity modify the epidemiological association between hyperuricemia and the prevalence of hypertension among Northern Chinese community dwelling people? A Chinese population based study
6874678,Sonic Hedgehog is expressed by hilar mossy cells and regulates cellular survival and neurogenesis in the adult hippocampus
6852729,Relationship between adverse drug reactions to antibacterial agents and the Klebsiella pneumoniae carbapenemase producing (KPC) Klebsiella pneumoniae outbreak insight from a pharmacovigilance study
6859748,Squamous Cell Carcinoma and Lymph Node Metastasis with Hypertrophic Lichen Planus in a 12 Year Old Boy
6857326,Comprehensive Review on Current and Future Regulatory Requirements on Wearable Sensors in Preclinical and Clinical Testing
6881701,Serum Procollagen Type I N Terminal Propeptide and Osteocalcin Levels in Korean Children and Adolescents
6849232,Association of N6 methyladenosine with viruses and related diseases
6865273,An Integrated Model of Minor Intron Emergence and Conservation
6892309,Assessing the quality of feedback to general internal medicine residents in a competency based environment
6863958,Distinct Disruptive Patterns of Default Mode Subnetwork Connectivity Across the Spectrum of Preclinical Alzheimer’s Disease
6862248,Increased Dementia Mortality in West Virginia Counties with Mountaintop Removal Mining?
6856939,Subclinical Epstein Barr Virus Primary Infection and Lytic Reactivation Induce Thyrotropin Receptor Autoantibodies
6874998,A Comprehensive Survey of Genomic Alterations in Gastric Cancer Reveals Recurrent Neoantigens as Potential Therapeutic Targets
6854735,"Effects of endogenous inflammation signals elicited by nerve growth factor, interferon γ, and interleukin 4 on peripheral nerve regeneration"
6848892,Small RNA sequence analysis of plasma derived extracellular vesicle miRNAs in smokers and patients with chronic obstructive pulmonary disease as circulating biomarkers
6876639,Brain to cervical lymph node signaling after stroke
6852997,Outcome of intramedullary nailing treatment for intertrochanteric femoral fractures
6833154,"Effects of green coffee extract on fasting blood glucose, insulin concentration and homeostatic model assessment of insulin resistance (HOMA IR) a systematic review and meta analysis of interventional studies"
6883504,The 2019 WACEM Expert Document on Hybrid Simulation for Transforming Health care Simulation Through Mixing and Matching 
6892317,Managing cognitive load in simulations exploring the role of simulation technologists
6887621,Contrast enhanced computed tomography findings of a huge perianal epidermoid cyst A case report
6853770,Evolutionarily conserved regulation of sleep by epidermal growth factor receptor signaling
6863067,Situación de los laboratorios públicos productores de antivenenos en América Latina
6856637,Clinical Implication of Dosimetry of Computed Tomography and Fluoroscopy Guided Intrathecal Therapy With Nusinersen in Adult Patients With Spinal Muscular Atrophy
6872637,Bringing Community Ecology to Bear on the Issue of Antimicrobial Resistance
6874822,Value of respiratory variation of aortic peak velocity in predicting children receiving mechanical ventilation a systematic review and meta analysis
6827894,Institutional differences in USMLE Step 1 and 2 CK performance Cross sectional study of 89 US allopathic medical schools
6829643,A Data Driven Approach to Predicting Septic Shock in the Intensive Care Unit
6843728,Cancer antigen 125 is associated with disease status in uterine carcinosarcoma
6830382,Challenges In Widening Participation Outreach Is Enough Being Done To Tackle The Under Representation Of Low Income Students In Medicine?
6846958,Endourologic treatment for a fibroepithelial ureteral polyp protruding from the urethra
6874568,Induction of HLA A2 restricted CD8 T cell responses against ApoB100 peptides does not affect atherosclerosis in a humanized mouse model
6859803,Helicobacter pylori Infection Aggravates Dysbiosis of Gut Microbiome in Children With Gastritis
6877574,Silver coated magnetic nanocomposites induce growth inhibition and protein changes in foodborne bacteria
6862467,"The Overcrowded Crossroads Mitochondria, Alpha Synuclein, and the Endo Lysosomal System Interaction in Parkinson’s Disease"
6858311,PD 1+ melanocortin receptor dependent Treg cells prevent autoimmune disease
6852943,Potential microRNA related targets in clearance pathways of amyloid β novel therapeutic approach for the treatment of Alzheimer’s disease
6873822,"Big Data in Medicine, the Present and Hopefully the Future"
6881898,Prevalence of Occupational Burnout among Resident Doctors Working in Public Sector Hospitals in Mumbai
6831986,"Comparative analysis between four model nanoformulations of amphotericin B chitosan, amphotericin B dendrimer, betulinic acid chitosan and betulinic acid dendrimer for treatment of Leishmania major real time PCR assay plus"
6873661,Interventions targeting hypertension and diabetes mellitus at community and primary healthcare level in low and middle income countries a scoping review
6883323,Role of cerebral glutamate in post stroke epileptogenesis
6851233,Phthalate Induced Fetal Leydig Cell Dysfunction Mediates Male Reproductive Tract Anomalies
6883701,"Diversity and use of medicinal plants for soup making in traditional diets of the Hakka in West Fujian, China"
6838052,Rapid functionalisation and detection of viruses via a novel Ca2+ mediated virus DNA interaction
6839857,Population genetic analysis of 36 Y chromosomal STRs yields comprehensive insights into the forensic features and phylogenetic relationship of Chinese Tai Kadai speaking Bouyei
6863393,Tricalbins Contribute to Cellular Lipid Flux and Form Curved ER PM Contacts that Are Bridged by Rod Shaped Structures
6872755,Activation of heme oxygenase 1 by Ginkgo biloba extract differentially modulates endothelial and smooth muscle like progenitor cells for vascular repair
6862658,Autophagy Modulation in Human Thyroid Cancer Cells following Aloperine Treatment
6862233,Effects of School Based Exergaming on Urban Children’s Physical Activity and Cardiorespiratory Fitness A Quasi Experimental Study
6874535,Histone deacetylase inhibitors with high in vitro activities against Plasmodium falciparum isolates collected from Gabonese children and adults
6858479,Changes in Opioid Utilization Following Tumor Necrosis Factor Inhibitor Initiation in Patients with Rheumatoid Arthritis
6851243,Fourier Transform Infrared (FTIR) Spectroscopy for Typing of Clinical Enterobacter cloacae Complex Isolates
6857203,Demographic Histories and Genome Wide Patterns of Divergence in Incipient Species of Shorebirds
6844468, Big men in the office The gender specific influence of weight upon persuasiveness
6886964,Are there differences between those doctors who apply for a training post in Foundation Year 2 and those who take time out of the training pathway? A UK multicohort study
6868052,YY1 Promotes Endothelial Cell Dependent Tumor Angiogenesis in Hepatocellular Carcinoma by Transcriptionally Activating VEGFA
6849263,Reduced resting state brain functional network connectivity and poor regional homogeneity in patients with CADASIL
6861956,Hypertension Diagnosis Index for Discrimination of High Risk Hypertension ECG Signals Using Optimal Orthogonal Wavelet Filter Bank
6863982,miRNA Genetic Variants Alter Their Secondary Structure and Expression in Patients With RASopathies Syndromes
6839055,Factors influencing high respiratory mortality in coal mining counties a repeated cross sectional study
6876181,Monitoring of Tritium Internal Exposure Doses of Heavy Water Reactor Workers in Third Qinshan Nuclear Power Plant
6842565,Competing endogenous RNA (ceRNA) hypothetic model based on comprehensive analysis of long non coding RNA expression in lung adenocarcinoma
6859962,Multilingual Validation of the First French Version of Munich Dysphagia Test—Parkinsons Disease (MDT PD) in the Luxembourg Parkinsons Study
6880452,Urinary undiversion from a sigma rectum pouch to a cutaneous urinary stoma as a treatment for severe metabolic disorders post radical cystectomy A case report
6879354,LncRNA NRON alleviates atrial fibrosis through suppression of M1 macrophages activated by atrial myocytes
6833207,Prevalence of left ventricular diastolic dysfunction by cardiac magnetic resonance imaging in thalassemia major patients with normal left ventricular systolic function
6861003,Multifaceted roles of microRNAs From motor neuron generation in embryos to degeneration in spinal muscular atrophy
6858671,Identification of urban particulate matter induced disruption of human respiratory mucosa integrity using whole transcriptome analysis and organ on a chip
6877924,Practical guide to choosing dabigatran 150 mg twice daily or apixaban 5 mg twice daily for patients with atrial fibrillation
6884501,Genomic and immune profiling of pre invasive lung adenocarcinoma
6875027,Validation of claims data to identify death among aged persons utilizing enrollment data from health insurance unions
6879355,Salidroside mitigates skeletal muscle atrophy in rats with cigarette smoke induced COPD by up regulating myogenin and down regulating myostatin expression
6848265,Immunobiology of Uveal Melanoma State of the Art and Therapeutic Targets
6836413,Delay in diagnosis of pulmonary tuberculosis increases the risk of pulmonary cavitation in pastoralist setting of Ethiopia
6874453,Association of CD44 gene rs187115 polymorphism with colorectal cancer risk and prognosis in Chinese Han population a case control study
6862890,Stromal cell derived factor 1/CXC chemokine receptor 4 axis in injury repair and renal transplantation
6873775,How Can Digital Health Technologies Contribute to Sustainable Attainment of Universal Health Coverage in Africa? A Perspective
6868376,Immediate and late impact of reperfusion therapies in acute pulmonary embolism
6856015,The Calmodulin Binding Region of the Synaptic Vesicle Protein Mover Is Required for Homomeric Interaction and Presynaptic Targeting
6859681,Students’ Perspectives of a Community Based Medical Education Programme in a Rural District Hospital
6854724,Ensuring HIV care to undocumented migrants in Israel a public private partnership case study
6874507,Splenic Rupture Secondary to Vascular Ehlers–Danlos Syndrome Managed by Coil Embolization of the Splenic Artery
6881506,Mitochondrial metabolomic profiling for elucidating the alleviating potential of Polygonatum kingianum against high fat diet induced nonalcoholic fatty liver disease
6849179,Inflammation in delayed ischemia and functional outcomes after subarachnoid hemorrhage
6861933,Nutraceutical Compounds as Sensitizers for Cancer Treatment in Radiation Therapy
6886910,Workplace violence among prehospital care providers in India a cross sectional study
6876560,A 9 Step Theory and Evidence Based Postgraduate Medical Digital Education Development Model Empirical Development and Validation
6856077,Current and Future Approaches for Monitoring Responses to Anti complement Therapeutics
6829842,A 3 circular RNA signature as a noninvasive biomarker for diagnosis of colorectal cancer
6854022,Comparative Approach to the Temporo Spatial Organization of the Tumor Microenvironment
6882236,Olaparib in the therapy of advanced ovarian cancer first real world experiences in safety and efficacy from China
6880589,A forgotten group during humanitarian crises a systematic review of sexual and reproductive health interventions for young people including adolescents in humanitarian settings
6851194,Cabozantinib (XL184) and R428 (BGB324) Inhibit the Growth of Esophageal Squamous Cell Carcinoma (ESCC)
6837373,Comparison of Humphrey Field Analyzer and imo visual field test results in patients with glaucoma and pseudo fixation loss
6842491,Impact of the 2014 American Academy of Pediatrics recommendation and of the resulting limited financial coverage by the Italian Medicines Agency for palivizumab prophylaxis on the RSV associated hospitalizations in preterm infants during the 2016–2017 epidemic season a systematic review of seven Italian reports
6881165,Massive clonal expansion of medulloblastoma specific T cells during adoptive cellular therapy
6878948,"The Current Genomic Landscape of Western South America Andes, Amazonia, and Pacific Coast"
6858120,Predictors of pain reduction following manual therapy in patients with temporomandibular disorders a protocol for a prospective observational study
6887087,"Design of a randomised controlled trial of the effects of empagliflozin on myocardial perfusion, function and metabolism in type 2 diabetes patients at high cardiovascular risk (the SIMPLE trial)"
6834639,Molecular basis for chirality regulated Aβ self assembly and receptor recognition revealed by ion mobility mass spectrometry
6635647,Expression of NRP 1 and NRP 2 in Endometrial Cancer
6879870,Loss of mitochondrial energetics is associated with poor recovery of muscle function but not mass following disuse atrophy
6862598,Expression of A New Endogenous Retrovirus Associated Transcript in Hodgkin Lymphoma Cells
6855261,Under one canopy? Assessing the distributional environmental justice implications of street tree benefits in Barcelona
6856101,Mebendazole for Differentiation Therapy of Acute Myeloid Leukemia Identified by a Lineage Maturation Index
6881932,Remission of recalcitrant dermatomyositis following a chiropractic adjustment
6868217,Structural determinants of microtubule minus end preference in CAMSAP CKK domains
6842893,Vortex Whistle and Smart Phone Application for Peak Flow Recordings in Asthmatic Children A Feasibility Study
6882077,In utero exposure to mercury and childhood overweight or obesity counteracting effect of maternal folate status
6872503,Deep Feature Selection and Causal Analysis of Alzheimer’s Disease
6853959,Identification of high risk patients for ADR induced by traditional Chinese medicine injection a nested case control study
6852217,Effects of genetic polymorphisms in Vitamin D metabolic pathway on Vitamin D level and asthma control in South Indian patients with bronchial asthma
6883339,MicroRNA 29a 3p Reduces TNFα Induced Endothelial Dysfunction by Targeting Tumor Necrosis Factor Receptor 1
6842154,Syndemic factors associated with adherence to antiretroviral therapy among HIV positive adult heterosexual men
6883512,Suprapatellar versus infrapatellar approaches in the treatment of tibia intramedullary nailing a retrospective cohort study
6882252,Embedding patient and public involvement Managing tacit and explicit expectations
6882006,Indicators for mode of delivery in pregnant women with uteruses scarred by prior caesarean section a retrospective study of 679 pregnant women
6881083,Type 5 Familial Hemophagocytic Lymphohistiocytosis in a Seven year old Girl Post Second Bone Marrow Transplantation with Failure to Thrive STXBP2 Novel Mutation
6873653,"Genes with human specific features are primarily involved with brain, immune and metabolic evolution"
6855269,CD3+ Macrophages Deliver Proinflammatory Cytokines by a CD3 and Transmembrane TNF Dependent Pathway and Are Increased at the BCG Infection Site
6863410,"Schistosomiasis among obstetric fistula patients in Lilongwe, Malawi"
6868021,Sarcopenia and Sarcopenic Obesity as Novel Risk Factors for Gastric Carcinogenesis A Health Checkup Cohort Study
6882224,Redefining chemotherapy induced peripheral neuropathy through symptom cluster analysis and patient reported outcome data over time
6848026,Aftereffect and Reproducibility of Three Excitatory Repetitive TMS Protocols for a Response Inhibition Task
6868075,Right ventricular 2D speckle tracking echocardiography in children with osteosarcoma under chemotherapy
6836472,Role of protein arginine methyltransferase 5 in group 3 (MYC driven) Medulloblastoma
6861218,Gene Expression Value Prediction Based on XGBoost Algorithm
6831974,Increased Radiographic Posterior Tibial Slope Is Associated With Subsequent Injury Following Revision Anterior Cruciate Ligament Reconstruction
6856724,A Functional Link between Nuclear RNA Decay and Transcriptional Control Mediated by the Polycomb Repressive Complex 2
6890379,Contrasting evidence to reimbursement reality for off label use (OLU) of drug treatments in cancer care rationale and design of the CEIT OLU project
6885690,Factors associated with parathyroid hormone control in haemodialysis patients with secondary hyperparathyroidism treated with cinacalcet in real world clinical practice Mimosa study
6856653,Exercise Physiology Across the Lifespan in Cystic Fibrosis
6878608,Second line treatment of EGFR T790M negative non small cell lung cancer patients
6863900,Locomotion and eating behavior changes in Yucatan minipigs after unilateral radio induced ablation of the caudate nucleus
6867897,Enterococcus faecalis Enhances Expression and Activity of the Enterohemorrhagic Escherichia coli Type III Secretion System
6879305,Antigen presentation and tumor immunogenicity in cancer immunotherapy response prediction
6887457,Development of pyogenic granuloma with strong vascular endothelial growth factor receptor 2 expression during ramucirumab treatment
6863731,"Slaughterhouse survey for detection of bovine viral diarrhea infection among beef cattle in Kyushu, Japan"
6851910,Prehospital analgesia for femur fractures An improvement study
6880392,"The ameliorative effect of monotropein, astragalin, and spiraeoside on oxidative stress, endoplasmic reticulum stress, and mitochondrial signaling pathway in varicocelized rats"
6864177,Neuroimaging advances in Parkinsons disease with freezing of gait A systematic review
6863422,"A cross sectional study of dengue virus infection in febrile patients presumptively diagnosed of malaria in Maiduguri and Jos plateau, Nigeria"
6874877,Aspirin Mediated Attenuation of Intervertebral Disc Degeneration by Ameliorating Reactive Oxygen Species In Vivo and In Vitro
6839214,The Year of Care approach developing a model and delivery programme for care and support planning in long term conditions within general practice
6873445,Interactions between cancer cells and bone microenvironment promote bone metastasis in prostate cancer
6830531,High Prevalence of Hepatitis C Virus Infection in Primitive Tribes of Eastern India and Associated Sociobehavioral Risks for Transmission A Retrospective Analysis
6842527,Molecular cloning and metabolomic characterization of the 5 enolpyruvylshikimate 3 phosphate synthase gene from Baphicacanthus cusia
6877913,Mountain sickness with delayed signal changes in the corpus callosum on magnetic resonance imaging a case report
6862648,"Social Relationships, Age and the Use of Preventive Health Services Findings from the German Ageing Survey"
6851920,Post renal transplant acute myocardial infarction
6854641,Effect of sodium glucose cotransporter 2 inhibitors on cardiac function and cardiovascular outcome a systematic review
6849258,Glioma SOX2 expression decreased after adjuvant therapy
6843745,Assessing fatigue in multiple sclerosis Psychometric properties of the five item Modified Fatigue Impact Scale (MFIS 5)
6827192,Evaluation of apamin effects on myelination process in C57BL/6 mice model of multiple sclerosis
6848906,Extensive bronchial occlusion with N butyl 2 cyanoacrylate for bronchopleural fistula and a destroyed lung
6863803,"The Role of Tactile Stimulation for Expectation, Perceived Treatment Assignment and the Placebo Effect in an Experimental Nausea Paradigm"
6842136,A changing profile of infective endocarditis at a tertiary hospital in China a retrospective study from 2001 to 2018
6876479,Critical Periods for Prenatal Alcohol Exposure
6858818,Oxidative stress as a potential target in acute kidney injury
6861357,Experience of sibling death in childhood and risk of psychiatric care in adulthood a national cohort study from Sweden
6877745,Comprehensive Assessment of BARD1 Messenger Ribonucleic Acid Splicing With Implications for Variant Classification
6831976,Immune checkpoint inhibitor associated gastrointestinal and hepatic adverse events and their management
6864406,Identification of repurposable drugs with beneficial effects on glucose control in type 2 diabetes using machine learning
6826194,An Experimental Study On Usefulness Of Virtual Reality 360° In Undergraduate Medical Education
6863630,Motor cortex can directly drive the globus pallidus neurons in a projection neuron type dependent manner in the rat
6875797,On the Research Front
6855521,Expression of CRYAB with the angiogenesis and poor prognosis for human gastric cancer
6877524,Simultaneous multi signal quantification for highly precise serodiagnosis utilizing a rationally constructed platform
6854728,Myeloid derived suppressor cell function and epigenetic expression evolves over time after surgical sepsis
6856825,E cigarette use and its predictors Results from an online cross sectional survey in Poland
6875541,Guided endodontics a case report of maxillary lateral incisors with multiple dens invaginatus
6878685,"Gramicidin inhibits human gastric cancer cell proliferation, cell cycle and induced apoptosis"
6861372,Managing Epilepsy by Telemedicine in Resource Poor Settings
6876616,Quantifying the Metabolic Signature of Multiple Sclerosis by in vivo Proton Magnetic Resonance Spectroscopy Current Challenges and Future Outlook in the Translation From Proton Signal to Diagnostic Biomarker
6876896,"Prevalence and route of transmission of undiagnosed human immunodeficiency virus infection among children using provider initiated testing and counselling strategy in Ido Ekiti, Nigeria a cross sectional study"
6862616,Removal of the Polyglutamine Repeat of Ataxin 3 by Redirecting pre mRNA Processing
6889147,Patient derived organoids as a potential model to predict response to PD 1/PD L1 checkpoint inhibitors
6828807,Intra and extracellular β amyloid overexpression via adeno associated virus mediated gene transfer impairs memory and synaptic plasticity in the hippocampus
6831955,Acute fulminant necrotizing mesenteric lymphadenitis causing bowel ischemia
6846257,Short segment decompression/fusion versus long segment decompression/fusion and osteotomy for Lenke Silva type VI adult degenerative scoliosis
6874997,The Impact of Revascularisation on Quality of Life in Chronic Mesenteric Ischemia
6827175,Juvenile systemic lupus erythematosus presenting as pancarditis
6856674,Tamoxifen Blocks the Development of Motivational Features of an Addiction Like Phenotype in Female Rats
6881922,Apocrine carcinoma of the scalp with neck lymph node metastasis A case report and review of the literature
6839173,Patterns of brain structural alteration in COPD with different levels of pulmonary function impairment and its association with cognitive deficits
6886940,Patient centred infertility care a scoping review protocol
6850541,Effects of 6 mercaptopurine in pressure overload induced right heart failure
6883884,A rare case of bilateral oblique facial cleft and accessory maxilla with repaired unilateral cleft lip and palate
6854791,Assessing causal treatment effect estimation when using large observational datasets
6855584,Knowledge and attitudes toward end of life care among community health care providers and its influencing factors in China
6832003,Current status of diagnosis and Mesenchymal stem cells therapy for acute pancreatitis
6884819,Tuning the performance of CAR T cell immunotherapies
6862180,The Application of GSCM in Eliminating Healthcare Waste Hospital EDC as an Example
6838157,Defining the Celiac Disease Transcriptome using Clinical Pathology Specimens Reveals Biologic Pathways and Supports Diagnosis
6879714,"Evolution and Global Transmission of a Multidrug Resistant, Community Associated Methicillin Resistant Staphylococcus aureus Lineage from the Indian Subcontinent"
6880500,Is there an association between ageist attitudes and frailty?
6853980,MicroRNA 148a/b 3p regulates angiogenesis by targeting neuropilin 1 in endothelial cells
6839153,How does psychosocial stress affect the relationship between socioeconomic disadvantage and overweight and obesity? Examining Hemmingsson’s model with data from a Danish longitudinal study
6833290,Farmers’ pesticide usage practices in the malaria endemic region of North Western Tanzania implications to the control of malaria vectors
6855645,Stratification based on adverse laboratory/pathological features for predicting overall survival in patients undergoing radical prostatectomy
6889142,CBP and SRF co regulate dendritic growth and synaptic maturation
6842245,Orbital and intracranial Nocardia farcinica infection caused by trauma to the orbit a case report
6834621,Trends in clinical trials for stroke by cell therapy data mining ClinicalTrials.gov and the ICTRP portal site
6859783,The Effects of Progranulin in a Rat Model of Acute Myocardial Ischemia/Reperfusion are Mediated by Activation of the P13K/Akt Signaling Pathway
6874923,Relationship between Size of the Foveal Avascular Zone and Carbohydrate Metabolic Disorders during Pregnancy
6881979,Digital rectal examination and its associated factors in the early detection of prostate cancer a cross sectional population based study
6858468,"Paramyxoviruses respiratory syncytial virus, parainfluenza virus, and human metapneumovirus infection in pediatric hospitalized patients and climate correlation in a subtropical region of southern China a 7 year survey"
6861108,Differential expression of antibodies to NMDA receptor in anti NMDA receptor encephalitis and in neuropsychiatric systemic lupus erythematosus
6862457,Thin Degradable Coatings for Optimization of Osteointegration Associated with Simultaneous Infection Prophylaxis
6872562,"Analysis of HIV 1 diversity, primary drug resistance and transmission networks in Croatia"
6875164,Ameliorating potency of Chenopodium album Linn. and vitamin C against mercuric chloride induced oxidative stress in testes of Sprague Dawley rats
6861195,Reliability of the Polish version of the Overactive Bladder Symptom Score (OABSS) questionnaire
6873696,Patterns of spatial genetic structures in Aedes albopictus (Diptera Culicidae) populations in China
6881619,Metastatic thyroid carcinoma presented as a large craniofacial mass Case report and CT findings
6876292,Retrospective analysis of transcatheter arterial chemoembolization treatment for spontaneously ruptured hepatocellular carcinoma
6862185,Sexual Functioning in Pregnant Women
6882457,Topical application of Cinnamomum hydroethanolic extract improves wound healing by enhancing re epithelialization and keratin biosynthesis in streptozotocin induced diabetic mice
6842526,Paclitaxel activated astrocytes produce mechanical allodynia in mice by releasing tumor necrosis factor α and stromal derived cell factor 1
6856862,Development of a Web Based Monitoring System for Power Tilt in Space Wheelchairs Formative Evaluation
6854801,iNOS dependent and independent phases of lymph node expansion in mice with TNF induced inflammatory erosive arthritis
6838321,Inhibition of STAT3 in tubular epithelial cells prevents kidney fibrosis and nephropathy in STZ induced diabetic mice
6880527,The effects of supraphysiological levels of testosterone on neural networks upstream of gonadotropin releasing hormone neurons
6882026,Predictive value of serum procalcitonin for both initial and repeated immunoglobulin resistance in Kawasaki disease a prospective cohort study
6861341,Pancreas Transplantation from Donors after Circulatory Death an Irrational Reluctance?
6872714,Evaluation of human obstructive sleep apnea using computational fluid dynamics
6842231,Molecular characterization of cytidine monophospho N acetylneuraminic acid hydroxylase (CMAH) associated with the erythrocyte antigens in dogs
6883322,Distinct and overlapping functions of glutathione peroxidases 1 and 2 in limiting NF κB driven inflammation through redox active mechanisms
6857129,Novel insights into the potential role of ion transport in sensory perception in Acanthamoeba
6891936,An update on adjuvant systemic therapies in melanoma
6833171,Spine surgeon specialty differences in single level percutaneous kyphoplasty
6867880,Endoplasmic reticulum mediates mitochondrial transfer within the osteocyte dendritic network
